"","Name","Adjusted","Year","Catch","Biomass","Biomass_MPA","Fishing","PV","Implementation_year","Reserve_size"
"2","Atrina","IUU",2015,376.002069440784,2628.65579127386,114.401271086945,0.154818436424519,-4257982.0308804,0,0
"3","Atrina","IUU",2016,402.362488753811,2839.96041627116,123.597422886846,0.153067773304326,-3149325.54469303,0,0
"4","Atrina","IUU",2017,430.893279088819,3060.92643054469,133.21404632755,0.15172510032889,-2195798.76018825,0,0
"5","Atrina","IUU",2018,461.577259561583,3289.3741406583,143.156279350473,0.150796587253959,-1380440.29000471,0,0
"6","Atrina","IUU",2019,494.350885754427,3522.60069817858,153.306491759463,0.150287217146874,-688446.778098592,0,0
"7","Atrina","IUU",2020,529.09551125021,3757.42226974788,163.526120497216,0.150200251627665,-106854.133392263,0,0
"8","Atrina","IUU",2021,565.629769978488,3990.25791433889,173.659320052663,0.150536652356734,375758.207537301,0,0
"9","Atrina","IUU",2022,603.704006027866,4217.25458272384,183.538402541114,0.151294482459009,769539.140893855,0,0
"10","Atrina","IUU",2023,642.997715525406,4434.44717057808,192.990803347516,0.1524683186449,1083611.66168562,0,0
"11","Atrina","IUU",2024,683.120867999154,4637.94204731886,201.84706845309,0.154048710407819,1326289.24865242,0,0
